_messagetimems,_messagetime,requestpath,_raw
1694004593943,06/09/2023 18:19:53.943 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.9430930Z"",""@mt"":""Route matched with {RouteData}. Executing controller action with signature {MethodInfo} on controller {Controller} ({AssemblyName})."",""@l"":""Information"",""RouteData"":""{action = \""CreatePriceModel\"", controller = \""PriceModelV3\""}"",""MethodInfo"":""System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] CreatePriceModel(System.String, System.String, ProductPrice.Models.PriceModelV3.API.PriceModelRequest)"",""Controller"":""ProductPrice.Svc.Controllers.PriceModelV3Controller"",""AssemblyName"":""ProductPrice.Svc"",""EventId"":{""Id"":3,""Name"":""ControllerActionExecuting""},""SourceContext"":""Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker"",""ActionId"":""d6711ea6-543b-460e-ad40-01f1addf4a57"",""ActionName"":""ProductPrice.Svc.Controllers.PriceModelV3Controller.CreatePriceModel (ProductPrice.Svc)"",""RequestId"":""0HMTEQUO3O6K3"",""RequestPath"":""/api/v3/pricemodels"",""CorrelationData"":{""RootId"":""3ef49d47-3522-4c18-83aa-8b52f82b1c93"",""ParentId"":""00000000-0000-0000-0000-000000000000"",""LeafId"":""3ef49d47-3522-4c18-83aa-8b52f82b1c93""}}"
1694004593943,06/09/2023 18:19:53.943 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.9430459Z"",""@mt"":""Executing endpoint '{EndpointName}'"",""@l"":""Information"",""EndpointName"":""mvc"",""EventId"":{""Name"":""ExecutingEndpoint""},""SourceContext"":""Microsoft.AspNetCore.Routing.EndpointMiddleware"",""RequestId"":""0HMTEQUO3O6K3"",""RequestPath"":""/api/v3/pricemodels"",""CorrelationData"":{""RootId"":""3ef49d47-3522-4c18-83aa-8b52f82b1c93"",""ParentId"":""00000000-0000-0000-0000-000000000000"",""LeafId"":""3ef49d47-3522-4c18-83aa-8b52f82b1c93""}}"
1694004593942,06/09/2023 18:19:53.942 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.9425234Z"",""@mt"":""{HostingRequestStartingLog:l}"",""@r"":[""Request starting HTTP/1.1 POST http://localhost:5000/api/v3/pricemodels?sellerType=fulfillers&sellerId=hjh8nrhpqx application/json;+charset=utf-8 -""],""@l"":""Information"",""Protocol"":""HTTP/1.1"",""Method"":""POST"",""ContentType"":""application/json; charset=utf-8"",""ContentLength"":null,""Scheme"":""http"",""Host"":""localhost:5000"",""PathBase"":"""",""Path"":""/api/v3/pricemodels"",""QueryString"":""?sellerType=fulfillers&sellerId=hjh8nrhpqx"",""HostingRequestStartingLog"":""Request starting HTTP/1.1 POST http://localhost:5000/api/v3/pricemodels?sellerType=fulfillers&sellerId=hjh8nrhpqx application/json;+charset=utf-8 -"",""EventId"":{""Id"":1},""SourceContext"":""Microsoft.AspNetCore.Hosting.Diagnostics"",""RequestId"":""0HMTEQUO3O6K3"",""RequestPath"":""/api/v3/pricemodels""}"
1694004593751,06/09/2023 18:19:53.751 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.7511858Z"",""@mt"":""Executed endpoint '{EndpointName}'"",""@l"":""Information"",""EndpointName"":""mvc"",""EventId"":{""Id"":1,""Name"":""ExecutedEndpoint""},""SourceContext"":""Microsoft.AspNetCore.Routing.EndpointMiddleware"",""RequestId"":""0HMTEQUO3O6K0"",""RequestPath"":""/api/v3/pricemodels"",""CorrelationData"":{""RootId"":""b0410590-1a4f-4a4c-a922-b50021b11350"",""ParentId"":""00000000-0000-0000-0000-000000000000"",""LeafId"":""b0410590-1a4f-4a4c-a922-b50021b11350""}}"
1694004593751,06/09/2023 18:19:53.751 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.7511671Z"",""@mt"":""Executed action {ActionName} in {ElapsedMilliseconds}ms"",""@l"":""Information"",""ActionName"":""ProductPrice.Svc.Controllers.PriceModelV3Controller.CreatePriceModel (ProductPrice.Svc)"",""ElapsedMilliseconds"":55.8975,""EventId"":{""Id"":2,""Name"":""ActionExecuted""},""SourceContext"":""Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker"",""RequestId"":""0HMTEQUO3O6K0"",""RequestPath"":""/api/v3/pricemodels"",""CorrelationData"":{""RootId"":""b0410590-1a4f-4a4c-a922-b50021b11350"",""ParentId"":""00000000-0000-0000-0000-000000000000"",""LeafId"":""b0410590-1a4f-4a4c-a922-b50021b11350""}}"
1694004593751,06/09/2023 18:19:53.751 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.7513977Z"",""@mt"":""{HostingRequestFinishedLog:l}"",""@r"":[""Request finished HTTP/1.1 POST http://localhost:5000/api/v3/pricemodels?sellerType=fulfillers&sellerId=hjh8nrhpqx application/json;+charset=utf-8 - - 200 1025 application/json;+charset=utf-8 57.1491ms""],""@l"":""Information"",""ElapsedMilliseconds"":57.1491,""StatusCode"":200,""ContentType"":""application/json; charset=utf-8"",""ContentLength"":1025,""Protocol"":""HTTP/1.1"",""Method"":""POST"",""Scheme"":""http"",""Host"":""localhost:5000"",""PathBase"":"""",""Path"":""/api/v3/pricemodels"",""QueryString"":""?sellerType=fulfillers&sellerId=hjh8nrhpqx"",""HostingRequestFinishedLog"":""Request finished HTTP/1.1 POST http://localhost:5000/api/v3/pricemodels?sellerType=fulfillers&sellerId=hjh8nrhpqx application/json;+charset=utf-8 - - 200 1025 application/json;+charset=utf-8 57.1491ms"",""EventId"":{""Id"":2},""SourceContext"":""Microsoft.AspNetCore.Hosting.Diagnostics"",""RequestId"":""0HMTEQUO3O6K0"",""RequestPath"":""/api/v3/pricemodels""}"
1694004593695,06/09/2023 18:19:53.695 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.6951894Z"",""@mt"":""Executing endpoint '{EndpointName}'"",""@l"":""Information"",""EndpointName"":""mvc"",""EventId"":{""Name"":""ExecutingEndpoint""},""SourceContext"":""Microsoft.AspNetCore.Routing.EndpointMiddleware"",""RequestId"":""0HMTEQUO3O6K0"",""RequestPath"":""/api/v3/pricemodels"",""CorrelationData"":{""RootId"":""b0410590-1a4f-4a4c-a922-b50021b11350"",""ParentId"":""00000000-0000-0000-0000-000000000000"",""LeafId"":""b0410590-1a4f-4a4c-a922-b50021b11350""}}"
1694004593695,06/09/2023 18:19:53.695 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.6952506Z"",""@mt"":""Route matched with {RouteData}. Executing controller action with signature {MethodInfo} on controller {Controller} ({AssemblyName})."",""@l"":""Information"",""RouteData"":""{action = \""CreatePriceModel\"", controller = \""PriceModelV3\""}"",""MethodInfo"":""System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] CreatePriceModel(System.String, System.String, ProductPrice.Models.PriceModelV3.API.PriceModelRequest)"",""Controller"":""ProductPrice.Svc.Controllers.PriceModelV3Controller"",""AssemblyName"":""ProductPrice.Svc"",""EventId"":{""Id"":3,""Name"":""ControllerActionExecuting""},""SourceContext"":""Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker"",""ActionId"":""d6711ea6-543b-460e-ad40-01f1addf4a57"",""ActionName"":""ProductPrice.Svc.Controllers.PriceModelV3Controller.CreatePriceModel (ProductPrice.Svc)"",""RequestId"":""0HMTEQUO3O6K0"",""RequestPath"":""/api/v3/pricemodels"",""CorrelationData"":{""RootId"":""b0410590-1a4f-4a4c-a922-b50021b11350"",""ParentId"":""00000000-0000-0000-0000-000000000000"",""LeafId"":""b0410590-1a4f-4a4c-a922-b50021b11350""}}"
1694004593694,06/09/2023 18:19:53.694 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.6942629Z"",""@mt"":""{HostingRequestStartingLog:l}"",""@r"":[""Request starting HTTP/1.1 POST http://localhost:5000/api/v3/pricemodels?sellerType=fulfillers&sellerId=hjh8nrhpqx application/json;+charset=utf-8 -""],""@l"":""Information"",""Protocol"":""HTTP/1.1"",""Method"":""POST"",""ContentType"":""application/json; charset=utf-8"",""ContentLength"":null,""Scheme"":""http"",""Host"":""localhost:5000"",""PathBase"":"""",""Path"":""/api/v3/pricemodels"",""QueryString"":""?sellerType=fulfillers&sellerId=hjh8nrhpqx"",""HostingRequestStartingLog"":""Request starting HTTP/1.1 POST http://localhost:5000/api/v3/pricemodels?sellerType=fulfillers&sellerId=hjh8nrhpqx application/json;+charset=utf-8 -"",""EventId"":{""Id"":1},""SourceContext"":""Microsoft.AspNetCore.Hosting.Diagnostics"",""RequestId"":""0HMTEQUO3O6K0"",""RequestPath"":""/api/v3/pricemodels""}"
1694004593504,06/09/2023 18:19:53.504 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.5040586Z"",""@mt"":""{HostingRequestFinishedLog:l}"",""@r"":[""Request finished HTTP/1.1 POST http://localhost:5000/api/v3/pricemodels?sellerType=fulfillers&sellerId=hjh8nrhpqx application/json;+charset=utf-8 - - 200 1025 application/json;+charset=utf-8 57.3781ms""],""@l"":""Information"",""ElapsedMilliseconds"":57.3781,""StatusCode"":200,""ContentType"":""application/json; charset=utf-8"",""ContentLength"":1025,""Protocol"":""HTTP/1.1"",""Method"":""POST"",""Scheme"":""http"",""Host"":""localhost:5000"",""PathBase"":"""",""Path"":""/api/v3/pricemodels"",""QueryString"":""?sellerType=fulfillers&sellerId=hjh8nrhpqx"",""HostingRequestFinishedLog"":""Request finished HTTP/1.1 POST http://localhost:5000/api/v3/pricemodels?sellerType=fulfillers&sellerId=hjh8nrhpqx application/json;+charset=utf-8 - - 200 1025 application/json;+charset=utf-8 57.3781ms"",""EventId"":{""Id"":2},""SourceContext"":""Microsoft.AspNetCore.Hosting.Diagnostics"",""RequestId"":""0HMTEQUO3O6JT"",""RequestPath"":""/api/v3/pricemodels""}"
1694004593503,06/09/2023 18:19:53.503 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.5037172Z"",""@mt"":""Executed action {ActionName} in {ElapsedMilliseconds}ms"",""@l"":""Information"",""ActionName"":""ProductPrice.Svc.Controllers.PriceModelV3Controller.CreatePriceModel (ProductPrice.Svc)"",""ElapsedMilliseconds"":56.441,""EventId"":{""Id"":2,""Name"":""ActionExecuted""},""SourceContext"":""Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker"",""RequestId"":""0HMTEQUO3O6JT"",""RequestPath"":""/api/v3/pricemodels"",""CorrelationData"":{""RootId"":""d30b03a4-f328-401a-9692-40c50f82ee4f"",""ParentId"":""00000000-0000-0000-0000-000000000000"",""LeafId"":""d30b03a4-f328-401a-9692-40c50f82ee4f""}}"
1694004593503,06/09/2023 18:19:53.503 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.5037449Z"",""@mt"":""Executed endpoint '{EndpointName}'"",""@l"":""Information"",""EndpointName"":""mvc"",""EventId"":{""Id"":1,""Name"":""ExecutedEndpoint""},""SourceContext"":""Microsoft.AspNetCore.Routing.EndpointMiddleware"",""RequestId"":""0HMTEQUO3O6JT"",""RequestPath"":""/api/v3/pricemodels"",""CorrelationData"":{""RootId"":""d30b03a4-f328-401a-9692-40c50f82ee4f"",""ParentId"":""00000000-0000-0000-0000-000000000000"",""LeafId"":""d30b03a4-f328-401a-9692-40c50f82ee4f""}}"
1694004593447,06/09/2023 18:19:53.447 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.4472128Z"",""@mt"":""Executing endpoint '{EndpointName}'"",""@l"":""Information"",""EndpointName"":""mvc"",""EventId"":{""Name"":""ExecutingEndpoint""},""SourceContext"":""Microsoft.AspNetCore.Routing.EndpointMiddleware"",""RequestId"":""0HMTEQUO3O6JT"",""RequestPath"":""/api/v3/pricemodels"",""CorrelationData"":{""RootId"":""d30b03a4-f328-401a-9692-40c50f82ee4f"",""ParentId"":""00000000-0000-0000-0000-000000000000"",""LeafId"":""d30b03a4-f328-401a-9692-40c50f82ee4f""}}"
1694004593447,06/09/2023 18:19:53.447 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.4472577Z"",""@mt"":""Route matched with {RouteData}. Executing controller action with signature {MethodInfo} on controller {Controller} ({AssemblyName})."",""@l"":""Information"",""RouteData"":""{action = \""CreatePriceModel\"", controller = \""PriceModelV3\""}"",""MethodInfo"":""System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] CreatePriceModel(System.String, System.String, ProductPrice.Models.PriceModelV3.API.PriceModelRequest)"",""Controller"":""ProductPrice.Svc.Controllers.PriceModelV3Controller"",""AssemblyName"":""ProductPrice.Svc"",""EventId"":{""Id"":3,""Name"":""ControllerActionExecuting""},""SourceContext"":""Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker"",""ActionId"":""d6711ea6-543b-460e-ad40-01f1addf4a57"",""ActionName"":""ProductPrice.Svc.Controllers.PriceModelV3Controller.CreatePriceModel (ProductPrice.Svc)"",""RequestId"":""0HMTEQUO3O6JT"",""RequestPath"":""/api/v3/pricemodels"",""CorrelationData"":{""RootId"":""d30b03a4-f328-401a-9692-40c50f82ee4f"",""ParentId"":""00000000-0000-0000-0000-000000000000"",""LeafId"":""d30b03a4-f328-401a-9692-40c50f82ee4f""}}"
1694004593446,06/09/2023 18:19:53.446 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.4467214Z"",""@mt"":""{HostingRequestStartingLog:l}"",""@r"":[""Request starting HTTP/1.1 POST http://localhost:5000/api/v3/pricemodels?sellerType=fulfillers&sellerId=hjh8nrhpqx application/json;+charset=utf-8 -""],""@l"":""Information"",""Protocol"":""HTTP/1.1"",""Method"":""POST"",""ContentType"":""application/json; charset=utf-8"",""ContentLength"":null,""Scheme"":""http"",""Host"":""localhost:5000"",""PathBase"":"""",""Path"":""/api/v3/pricemodels"",""QueryString"":""?sellerType=fulfillers&sellerId=hjh8nrhpqx"",""HostingRequestStartingLog"":""Request starting HTTP/1.1 POST http://localhost:5000/api/v3/pricemodels?sellerType=fulfillers&sellerId=hjh8nrhpqx application/json;+charset=utf-8 -"",""EventId"":{""Id"":1},""SourceContext"":""Microsoft.AspNetCore.Hosting.Diagnostics"",""RequestId"":""0HMTEQUO3O6JT"",""RequestPath"":""/api/v3/pricemodels""}"
1694004593234,06/09/2023 18:19:53.234 +0530,/api/v3/pricemodels,"{""@t"":""2023-09-06T12:49:53.2342680Z"",""@mt"":""{HostingRequestFinishedLog:l}"",""@r"":[""Request finished HTTP/1.1 POST http://localhost:5000/api/v3/pricemodels?sellerType=fulfillers&sellerId=hjh8nrhpqx application/json;+charset=utf-8 - - 200 1025 application/json;+charset=utf-8 51.8089ms""],""@l"":""Information"",""ElapsedMilliseconds"":51.8089,""StatusCode"":200,""ContentType"":""application/json; charset=utf-8"",""ContentLength"":1025,""Protocol"":""HTTP/1.1"",""Method"":""POST"",""Scheme"":""http"",""Host"":""localhost:5000"",""PathBase"":"""",""Path"":""/api/v3/pricemodels"",""QueryString"":""?sellerType=fulfillers&sellerId=hjh8nrhpqx"",""HostingRequestFinishedLog"":""Request finished HTTP/1.1 POST http://localhost:5000/api/v3/pricemodels?sellerType=fulfillers&sellerId=hjh8nrhpqx application/json;+charset=utf-8 - - 200 1025 application/json;+charset=utf-8 51.8089ms"",""EventId"":{""Id"":2},""SourceContext"":""Microsoft.AspNetCore.Hosting.Diagnostics"",""RequestId"":""0HMTEQUO3O6JQ"",""RequestPath"":""/api/v3/pricemodels""}"
